Date,ARRIVAL_DELAY,MONTH,DAY,DAY_OF_WEEK,AIR_TIME,DEPARTURE_TIME,DISTANCE,AIRLINE,FLIGHT_NUMBER,DESTINATION_AIRPORT,ORIGIN_AIRPORT
1990-01-08,-12.0,1,1,4,299.0,702.0,2586,VX,12,JFK,SFO
1990-01-09,-14.0,1,1,4,164.0,703.0,1173,WN,2851,FLL,BDL
1990-01-09,-12.0,1,1,4,132.0,700.0,925,WN,1108,FLL,BWI
1990-01-10,-10.0,1,1,4,114.0,705.0,829,WN,1432,TPA,CMH
1990-01-08,-30.0,1,1,4,131.0,703.0,1209,WN,1863,BWI,DAL
1990-01-08,-9.0,1,1,4,129.0,659.0,925,WN,323,BWI,FLL
1990-01-07,3.0,1,1,4,285.0,659.0,2039,WN,2041,LAS,MCO
1990-01-07,-26.0,1,1,4,123.0,705.0,990,WN,4649,MCO,MDW
1990-01-06,8.0,1,1,4,212.0,709.0,1642,WN,893,HOU,OAK
1990-01-07,30.0,1,1,4,81.0,734.0,496,WN,552,ELP,SAT
1990-01-09,-18.0,1,1,4,111.0,703.0,842,WN,3239,BWI,TPA
1990-01-08,-9.0,1,1,4,83.0,658.0,639,WN,1912,DEN,TUS
1990-01-08,-51.0,1,1,4,256.0,658.0,2434,UA,1660,EWR,SNA
1990-01-06,23.0,1,1,4,35.0,657.0,130,US,445,CLT,RDU
1990-01-06,1.0,1,1,4,228.0,707.0,1460,US,556,PHX,MKE
1990-01-05,23.0,1,1,4,313.0,704.0,1999,US,605,PHX,BWI
1990-01-07,-15.0,1,1,4,137.0,659.0,1171,AA,70,DFW,SAN
1990-01-05,-9.0,1,1,4,208.0,701.0,1739,AA,86,ORD,PDX
1990-01-09,10.0,1,1,4,195.0,701.0,1212,AA,1099,DFW,ORF
1990-01-07,22.0,1,1,4,37.0,710.0,175,AA,1022,DFW,OKC
1990-01-06,-8.0,1,1,4,305.0,703.0,2342,AA,1232,LAX,MIA
1990-01-05,-7.0,1,1,4,142.0,701.0,1089,AA,1260,JFK,MIA
1990-01-04,-10.0,1,1,4,158.0,713.0,1440,AA,1564,ORD,PHX
1990-01-03,26.0,1,1,4,126.0,729.0,761,AA,2281,DFW,IND
1990-01-05,-14.0,1,1,4,152.0,658.0,926,AA,2434,DFW,CMH
1990-01-07,-12.0,1,1,4,40.0,700.0,231,B6,279,LGB,LAS
1990-01-08,-12.0,1,1,4,70.0,655.0,387,B6,366,SMF,LGB
1990-01-05,-8.0,1,1,4,56.0,702.0,319,B6,1016,JAX,FLL
1990-01-10,-21.0,1,1,4,62.0,703.0,484,DL,1080,ATL,STL
1990-01-05,-22.0,1,1,4,113.0,703.0,1020,DL,1996,LGA,MSP
1990-01-07,-32.0,1,1,4,150.0,701.0,1096,DL,2003,MIA,LGA
1990-01-04,-22.0,1,1,4,270.0,705.0,2422,DL,2054,JFK,SEA
1990-01-07,-28.0,1,1,4,214.0,703.0,1956,DL,2109,DTW,SAN
1990-01-07,-16.0,1,1,4,180.0,703.0,1590,DL,2412,ATL,SLC
1990-01-03,-6.0,1,1,4,198.0,703.0,1298,DL,2511,TUS,MSP
1990-01-09,-32.0,1,1,4,58.0,658.0,453,DL,1614,ATL,LIT
1990-01-06,-24.0,1,1,4,154.0,659.0,1076,DL,1879,FLL,LGA
1990-01-04,21.0,1,1,4,115.0,713.0,737,EV,2539,DFW,FSD
1990-01-08,-20.0,1,1,4,75.0,705.0,557,MQ,3615,ORD,FAR
1990-01-04,-20.0,1,1,4,104.0,652.0,748,OO,2585,LAX,EUG
1990-01-07,-18.0,1,1,4,50.0,700.0,308,OO,2582,LAX,SJC
1990-01-03,-8.0,1,1,4,92.0,702.0,590,OO,6466,SLC,LAX
1990-01-04,-6.0,1,1,4,59.0,703.0,301,B6,2101,JFK,BUF
1990-01-09,111.0,1,1,4,20.0,853.0,102,HA,110,HNL,LIH
1990-01-08,4.0,1,1,4,124.0,706.0,944,B6,2084,JFK,MCO
1990-01-03,8.0,1,1,4,50.0,706.0,192,EV,4197,IAH,SHV
1990-01-06,29.0,1,1,4,152.0,705.0,1121,B6,52,BOS,MCO
1990-01-07,-6.0,1,1,4,23.0,703.0,100,HA,285,HNL,OGG
1990-01-09,-7.0,1,1,4,152.0,707.0,1222,UA,112,IAH,LAS
1990-01-04,56.0,1,1,4,409.0,801.0,3801,UA,200,HNL,GUM
1990-01-09,-2.0,1,1,4,333.0,707.0,2556,UA,405,HNL,LAX
1990-01-09,-4.0,1,1,4,59.0,706.0,290,US,1956,CLT,ORF
1990-01-04,-25.0,1,1,4,148.0,709.0,1342,WN,617,BWI,AUS
1990-01-03,-27.0,1,1,4,68.0,709.0,549,WN,235,BOS,CAK
1990-01-04,-3.0,1,1,4,127.0,725.0,930,WN,3835,RSW,CMH
1990-01-03,-29.0,1,1,4,154.0,709.0,1381,WN,2303,LGA,DAL
1990-01-04,-15.0,1,1,4,38.0,706.0,226,WN,494,SNA,LAS
1990-01-03,-7.0,1,1,4,145.0,709.0,1182,WN,435,DAL,SAN
1990-01-03,22.0,1,1,4,204.0,743.0,1706,WN,691,MDW,ONT
1990-01-08,25.0,1,1,4,79.0,742.0,602,UA,1556,DEN,PHX
1990-01-09,-2.0,1,1,4,282.0,709.0,1814,US,493,PHX,PIT
1990-01-04,-17.0,1,1,4,268.0,705.0,1849,US,561,PHX,MCO
1990-01-07,-3.0,1,1,4,185.0,703.0,1464,AA,1482,DFW,SFO
1990-01-06,-3.0,1,1,4,104.0,721.0,868,AA,1624,DFW,PHX
1990-01-03,-1.0,1,1,4,91.0,719.0,641,AA,2310,DEN,DFW
1990-01-10,-8.0,1,1,4,85.0,706.0,627,AS,55,SCC,ANC
1990-01-09,-8.0,1,1,4,123.0,709.0,956,AS,530,ONT,SEA
1990-01-05,-26.0,1,1,4,272.0,704.0,1927,DL,987,SLC,PHL
1990-01-03,-18.0,1,1,4,68.0,708.0,447,DL,2067,ATL,CMH
1990-01-03,-3.0,1,1,4,62.0,708.0,373,DL,2315,ATL,CVG
1990-01-06,-19.0,1,1,4,174.0,708.0,1185,B6,2191,TPA,BOS
1990-01-08,-38.0,1,1,4,62.0,706.0,432,DL,1575,ATL,IND
1990-01-08,-3.0,1,1,4,44.0,709.0,224,EV,5920,ORD,TVC
1990-01-03,14.0,1,1,4,240.0,708.0,1476,F9,721,DEN,DCA
1990-01-03,-25.0,1,1,4,39.0,702.0,234,MQ,2930,ORD,ALO
1990-01-10,-10.0,1,1,4,61.0,709.0,402,MQ,3617,MIA,TLH
1990-01-10,5.0,1,1,4,140.0,707.0,983,NK,650,DTW,TPA
1990-01-10,30.0,1,1,4,130.0,752.0,1013,OO,5240,ORD,ASE
1990-01-10,-8.0,1,1,4,231.0,708.0,1619,DL,2020,LAX,MEM
1990-01-03,-2.0,1,1,4,55.0,708.0,277,EV,4510,EWR,RIC
1990-01-05,-7.0,1,1,4,175.0,705.0,1226,B6,217,LGB,AUS
1990-01-08,19.0,1,1,4,148.0,709.0,1076,NK,604,LGA,FLL
1990-01-10,2.0,1,1,4,121.0,728.0,1045,AA,1506,SJU,MIA
1990-01-09,-18.0,1,1,4,156.0,708.0,1299,DL,1550,MSP,LAS
1990-01-09,2.0,1,1,4,20.0,717.0,100,HA,156,OGG,HNL
1990-01-08,-34.0,1,1,4,181.0,711.0,1598,B6,3,SJU,JFK
1990-01-07,-29.0,1,1,4,115.0,716.0,925,UA,230,ORD,IAH
1990-01-08,-28.0,1,1,4,285.0,715.0,2161,UA,300,SFO,CLE
1990-01-09,-9.0,1,1,4,260.0,715.0,2296,US,748,CLT,SFO
1990-01-09,11.0,1,1,4,78.0,715.0,651,US,821,CLT,MSY
1990-01-08,-27.0,1,1,4,97.0,714.0,679,UA,706,SFO,SEA
1990-01-06,32.0,1,1,4,88.0,742.0,649,UA,833,DEN,BOI
1990-01-05,-7.0,1,1,4,232.0,714.0,1587,WN,178,LAS,BNA
1990-01-10,-16.0,1,1,4,250.0,717.0,1771,WN,4323,LAS,CMH
1990-01-08,-6.0,1,1,4,101.0,710.0,562,WN,406,BNA,DCA
1990-01-07,-18.0,1,1,4,151.0,716.0,1052,WN,531,PBI,ISP
1990-01-08,-16.0,1,1,4,152.0,710.0,990,WN,963,MDW,MCO
1990-01-03,-8.0,1,1,4,66.0,709.0,417,WN,205,SJC,SAN
1990-01-03,-8.0,1,1,4,143.0,715.0,1107,WN,322,PHX,SEA
1990-01-05,-23.0,1,1,4,194.0,709.0,1371,WN,303,LAS,STL
1990-01-08,-23.0,1,1,4,115.0,711.0,937,WN,752,MDW,HOU
1990-01-03,-8.0,1,1,4,175.0,712.0,1587,WN,1636,ATL,PHX
1990-01-03,-3.0,1,1,4,112.0,708.0,622,UA,1058,ORD,BWI
1990-01-09,-1.0,1,1,4,148.0,712.0,1023,UA,1463,EWR,PBI
1990-01-09,-3.0,1,1,4,167.0,719.0,1121,AA,61,DFW,MIA
1990-01-06,21.0,1,1,4,345.0,747.0,2585,AA,167,SFO,MIA
1990-01-03,-19.0,1,1,4,277.0,710.0,2422,AA,236,JFK,SEA
1990-01-05,-5.0,1,1,4,74.0,719.0,551,AA,1011,DFW,ELP
1990-01-10,-1.0,1,1,4,150.0,713.0,1096,AA,1133,LGA,MIA
1990-01-09,72.0,1,1,4,166.0,830.0,1197,AA,1254,ORD,MIA
1990-01-07,31.0,1,1,4,171.0,759.0,1242,AA,1403,LAX,AUS
1990-01-10,0.0,1,1,4,150.0,717.0,1188,AA,1412,DFW,ONT
1990-01-09,-15.0,1,1,4,121.0,711.0,1061,AA,1159,RDU,DFW
1990-01-10,2.0,1,1,4,175.0,712.0,1345,AA,1174,DFW,RNO
1990-01-05,-12.0,1,1,4,133.0,714.0,1119,AA,2245,FLL,DFW
1990-01-05,-6.0,1,1,4,90.0,710.0,605,AS,367,SEA,SMF
1990-01-08,7.0,1,1,4,168.0,709.0,1197,B6,22,BOS,PBI
1990-01-06,-1.0,1,1,4,154.0,710.0,867,B6,111,ORD,BOS
1990-01-07,-16.0,1,1,4,127.0,704.0,972,B6,394,HPN,MCO
1990-01-06,-27.0,1,1,4,195.0,724.0,1693,B6,907,STT,BOS
1990-01-06,-13.0,1,1,4,90.0,713.0,684,DL,1092,MCO,MEM
1990-01-10,2.0,1,1,4,45.0,723.0,226,DL,1415,ATL,CLT
1990-01-06,41.0,1,1,4,171.0,809.0,1587,DL,1446,ATL,PHX
1990-01-08,71.0,1,1,4,221.0,829.0,2153,DL,1994,JFK,PHX
1990-01-09,-15.0,1,1,4,57.0,712.0,425,DL,2124,ATL,MSY
1990-01-03,-29.0,1,1,4,59.0,712.0,356,DL,1482,ATL,RDU
1990-01-09,-27.0,1,1,4,143.0,713.0,946,DL,1501,ATL,BOS
1990-01-06,-18.0,1,1,4,191.0,712.0,1747,DL,1553,ATL,LAS
1990-01-09,-9.0,1,1,4,112.0,708.0,643,EV,4134,IAH,MCI
1990-01-10,-17.0,1,1,4,110.0,713.0,912,EV,4614,CLT,IAH
1990-01-03,133.0,1,1,4,59.0,959.0,419,EV,5242,LGA,CLE
1990-01-04,-14.0,1,1,4,75.0,705.0,388,F9,1308,CVG,IAD
1990-01-04,-12.0,1,1,4,118.0,702.0,851,F9,1046,MDT,MCO
1990-01-06,-8.0,1,1,4,54.0,712.0,280,MQ,2885,DFW,XNA
1990-01-09,33.0,1,1,4,66.0,755.0,501,MQ,3446,ORD,MHK
1990-01-08,-13.0,1,1,4,173.0,712.0,1235,NK,867,LAX,DFW
1990-01-08,11.0,1,1,4,75.0,715.0,451,OO,2596,LAX,TUS
1990-01-08,-4.0,1,1,4,25.0,715.0,67,OO,7414,RHI,IMT
1990-01-09,3.0,1,1,4,42.0,714.0,266,OO,5316,LAX,MRY
1990-01-07,14.0,1,1,4,97.0,720.0,737,OO,5173,LAX,ASE
1990-01-09,-26.0,1,1,4,138.0,713.0,1023,UA,406,PBI,EWR
1990-01-10,-13.0,1,1,4,46.0,708.0,190,OO,5441,SBP,SFO
1990-01-05,12.0,1,1,4,143.0,728.0,1076,B6,972,LGA,FLL
1990-01-03,-8.0,1,1,4,277.0,713.0,1931,DL,303,SLC,MCO
1990-01-04,-10.0,1,1,4,38.0,709.0,201,EV,4456,IAH,CRP
1990-01-07,0.0,1,1,4,71.0,715.0,524,UA,360,DEN,BZN
1990-01-05,-27.0,1,1,4,150.0,717.0,1069,B6,901,FLL,JFK
1990-01-03,0.0,1,1,4,41.0,713.0,216,HA,201,HNL,ITO
1990-01-09,16.0,1,1,4,169.0,735.0,1075,NK,939,IAH,DTW
1990-01-03,80.0,1,1,4,20.0,841.0,67,OO,5299,MKE,ORD
1990-01-06,-21.0,1,1,4,139.0,719.0,1235,UA,407,BWI,IAH
1990-01-08,-13.0,1,1,4,225.0,714.0,1846,UA,616,ORD,SFO
1990-01-06,0.0,1,1,4,242.0,720.0,1744,UA,661,LAX,ORD
1990-01-04,-19.0,1,1,4,202.0,715.0,1797,WN,530,BNA,LAX
1990-01-03,0.0,1,1,4,228.0,720.0,1381,WN,19,DAL,LGA
1990-01-05,-12.0,1,1,4,131.0,716.0,1072,WN,1329,MCO,MCI
1990-01-08,-6.0,1,1,4,92.0,716.0,669,WN,748,ATL,MKE
1990-01-06,-25.0,1,1,4,161.0,720.0,1204,WN,3383,FLL,ALB
1990-01-04,-3.0,1,1,4,184.0,721.0,1136,WN,118,TPA,PVD
1990-01-10,7.0,1,1,4,68.0,734.0,414,WN,320,LAS,SFO
1990-01-05,-15.0,1,1,4,100.0,717.0,763,WN,938,LAS,PDX
1990-01-10,-27.0,1,1,4,205.0,720.0,1635,UA,1531,SFO,IAH
1990-01-05,-12.0,1,1,4,264.0,716.0,1788,US,495,PHX,TPA
1990-01-04,-14.0,1,1,4,307.0,714.0,2586,AA,24,JFK,SFO
1990-01-03,17.0,1,1,4,144.0,759.0,1303,AA,1053,PHL,DFW
1990-01-06,-18.0,1,1,4,38.0,715.0,247,AA,1206,DFW,SAT
1990-01-10,1.0,1,1,4,136.0,714.0,921,AA,1173,MIA,IAD
1990-01-03,-2.0,1,1,4,131.0,729.0,946,AA,1552,MIA,BWI
1990-01-10,9.0,1,1,4,154.0,716.0,1085,AA,1614,EWR,MIA
1990-01-03,-3.0,1,1,4,34.0,729.0,192,AA,1650,MCO,MIA
1990-01-10,0.0,1,1,4,238.0,720.0,1471,AA,2358,DFW,BDL
1990-01-09,-14.0,1,1,4,148.0,717.0,1235,AA,2426,DFW,LAX
1990-01-04,-11.0,1,1,4,129.0,730.0,909,AS,61,JNU,SEA
1990-01-09,26.0,1,1,4,99.0,728.0,679,AS,222,SFO,SEA
1990-01-07,-18.0,1,1,4,342.0,712.0,2607,AS,855,KOA,PDX
1990-01-09,29.0,1,1,4,322.0,739.0,2349,AS,865,OGG,OAK
1990-01-10,-23.0,1,1,4,165.0,715.0,1173,B6,959,FLL,BDL
1990-01-06,-25.0,1,1,4,132.0,717.0,859,DL,1054,ATL,BDL
1990-01-06,-24.0,1,1,4,88.0,717.0,680,DL,1394,MSP,DEN
1990-01-04,-6.0,1,1,4,218.0,719.0,1590,DL,2499,SLC,ATL
1990-01-06,-26.0,1,1,4,105.0,719.0,773,DL,1502,TPA,CVG
1990-01-06,-24.0,1,1,4,80.0,714.0,630,DL,1788,SLC,PDX
1990-01-10,-23.0,1,1,4,85.0,713.0,642,EV,4546,RIC,ORD
1990-01-05,-12.0,1,1,4,104.0,728.0,622,EV,5347,MSP,CLE
1990-01-10,-30.0,1,1,4,128.0,710.0,1075,EV,5466,DTW,IAH
1990-01-09,-13.0,1,1,4,117.0,718.0,986,EV,6189,CMH,IAH
1990-01-09,-25.0,1,1,4,77.0,711.0,552,MQ,2906,ORD,LIT
1990-01-08,-5.0,1,1,4,151.0,711.0,977,MQ,3307,DFW,BIS
1990-01-07,4.0,1,1,4,103.0,732.0,854,NK,832,MCO,IAH
1990-01-03,16.0,1,1,4,120.0,719.0,717,OO,6200,ORD,ORF
1990-01-07,21.0,1,1,4,23.0,747.0,86,OO,5377,CLD,LAX
1990-01-04,-8.0,1,1,4,83.0,714.0,475,EV,5987,ORD,TYS
1990-01-10,-15.0,1,1,4,82.0,713.0,563,EV,6036,DEN,ELP
1990-01-09,-6.0,1,1,4,35.0,712.0,216,HA,122,ITO,HNL
1990-01-09,-13.0,1,1,4,90.0,716.0,628,UA,649,DEN,LAS
1990-01-04,8.0,1,1,4,40.0,719.0,234,AS,60,KTN,JNU
1990-01-10,4.0,1,1,4,197.0,736.0,1400,UA,1494,IAH,EWR
1990-01-10,-13.0,1,1,4,270.0,728.0,2398,UA,72,SFO,HNL
1990-01-05,-9.0,1,1,4,62.0,724.0,406,UA,268,DEN,JAC
1990-01-09,5.0,1,1,4,196.0,805.0,1956,UA,316,IAD,PHX
1990-01-04,-3.0,1,1,4,136.0,738.0,1190,UA,357,IAD,IAH
1990-01-06,-11.0,1,1,4,77.0,721.0,599,US,1967,CLT,ORD
1990-01-10,-4.0,1,1,4,256.0,730.0,1671,WN,2584,DEN,BDL
1990-01-06,-15.0,1,1,4,131.0,718.0,1224,WN,769,CAK,DEN
1990-01-06,-11.0,1,1,4,90.0,722.0,581,WN,1954,ATL,FLL
1990-01-04,-6.0,1,1,4,124.0,721.0,721,WN,317,DAL,ATL
1990-01-05,-16.0,1,1,4,138.0,725.0,966,WN,1363,RSW,PIT
1990-01-04,-8.0,1,1,4,99.0,724.0,667,WN,375,MCO,RIC
1990-01-04,-12.0,1,1,4,110.0,721.0,666,WN,1361,ATL,PHL
1990-01-04,-29.0,1,1,4,145.0,727.0,1065,UA,1701,FLL,EWR
1990-01-09,-4.0,1,1,4,252.0,725.0,1670,US,503,PHX,CMH
1990-01-05,12.0,1,1,4,259.0,720.0,1671,US,531,PHX,DTW
1990-01-06,-2.0,1,1,4,226.0,725.0,1829,AA,46,ORD,SJC
1990-01-05,17.0,1,1,4,74.0,739.0,569,AA,1184,DFW,ABQ
1990-01-09,22.0,1,1,4,145.0,736.0,1126,AA,1198,DFW,PSP
1990-01-04,-7.0,1,1,4,304.0,717.0,2158,AA,1209,LAX,TPA
1990-01-10,0.0,1,1,4,48.0,727.0,224,AA,1383,IAH,DFW
1990-01-08,10.0,1,1,4,113.0,724.0,631,AA,2357,DFW,BNA
1990-01-10,-25.0,1,1,4,82.0,724.0,550,AS,244,SFO,PDX
1990-01-07,14.0,1,1,4,116.0,723.0,867,AS,612,LAS,SEA
1990-01-07,6.0,1,1,4,144.0,725.0,1107,AS,634,PHX,SEA
1990-01-06,-13.0,1,1,4,154.0,731.0,1165,B6,1465,FLL,BUF
1990-01-06,9.0,1,1,4,209.0,730.0,1487,DL,342,MSP,FLL
1990-01-08,-24.0,1,1,4,83.0,722.0,689,DL,810,ATL,IAH
1990-01-05,-1.0,1,1,4,105.0,723.0,859,DL,1260,BDL,ATL
1990-01-05,62.0,1,1,4,141.0,754.0,835,EV,2502,DFW,RAP
1990-01-05,-13.0,1,1,4,81.0,724.0,485,EV,2572,DFW,MEI
1990-01-07,-9.0,1,1,4,126.0,723.0,932,F9,1290,FLL,CVG
1990-01-06,-27.0,1,1,4,30.0,721.0,147,MQ,2760,ORD,DBQ
1990-01-10,-18.0,1,1,4,48.0,718.0,294,MQ,3452,MIA,GNV
1990-01-06,-4.0,1,1,4,156.0,729.0,986,NK,313,DFW,DTW
1990-01-07,-12.0,1,1,4,247.0,719.0,1744,NK,731,LAX,ORD
1990-01-04,23.0,1,1,4,80.0,740.0,590,OO,2605,LAX,SLC
1990-01-05,16.0,1,1,4,31.0,723.0,114,OO,7423,MSP,BRD
1990-01-10,-4.0,1,1,4,154.0,720.0,1214,OO,4682,DTW,SAT
1990-01-03,15.0,1,1,4,87.0,713.0,639,OO,6424,DEN,TUS
1990-01-08,-10.0,1,1,4,121.0,726.0,895,UA,1174,CLE,MCO
1990-01-09,11.0,1,1,4,24.0,732.0,102,HA,123,LIH,HNL
1990-01-06,-28.0,1,1,4,160.0,729.0,1400,UA,1146,EWR,IAH
1990-01-09,-12.0,1,1,4,105.0,727.0,854,UA,1294,MCO,IAH
1990-01-09,-13.0,1,1,4,52.0,720.0,376,EV,4709,GPT,IAH
1990-01-05,-8.0,1,1,4,74.0,719.0,488,EV,5908,DEN,DIK
1990-01-08,5.0,1,1,4,135.0,723.0,1005,B6,326,JFK,TPA
1990-01-03,-33.0,1,1,4,45.0,723.0,258,EV,5330,LGA,BTV
1990-01-10,-15.0,1,1,4,189.0,728.0,1379,UA,1169,LAX,IAH
1990-01-05,9.0,1,1,4,221.0,740.0,1416,UA,1522,IAH,LGA
1990-01-05,9.0,1,1,4,300.0,741.0,2139,UA,1746,SFO,ATL
1990-01-09,2.0,1,1,4,140.0,725.0,944,B6,683,MCO,JFK
1990-01-05,-9.0,1,1,4,158.0,722.0,1010,B6,1717,TPA,LGA
1990-01-08,7.0,1,1,4,199.0,736.0,1404,OO,4738,SLC,BNA
1990-01-07,25.0,1,1,4,276.0,727.0,1773,US,692,PHX,CLT
1990-01-05,-7.0,1,1,4,66.0,726.0,449,US,1913,PHL,CLT
1990-01-09,-19.0,1,1,4,179.0,728.0,1773,US,2068,CLT,PHX
1990-01-05,-38.0,1,1,4,268.0,728.0,2475,VX,404,JFK,LAX
1990-01-03,-14.0,1,1,4,45.0,722.0,223,WN,713,BUR,LAS
1990-01-09,-3.0,1,1,4,295.0,732.0,2026,WN,675,LAS,RDU
1990-01-08,-3.0,1,1,4,151.0,728.0,1046,WN,923,FLL,SJU
1990-01-05,-18.0,1,1,4,118.0,727.0,862,UA,1126,DEN,IAH
1990-01-06,-12.0,1,1,4,115.0,729.0,678,UA,1751,ORD,PHL
1990-01-09,1.0,1,1,4,203.0,732.0,1262,US,506,PHX,STL
1990-01-07,-20.0,1,1,4,174.0,727.0,1276,US,623,PHX,MSP
1990-01-04,-1.0,1,1,4,194.0,728.0,1192,AA,137,DFW,DCA
1990-01-03,5.0,1,1,4,49.0,723.0,337,AA,76,LAX,SFO
1990-01-09,-1.0,1,1,4,44.0,734.0,187,AA,84,BOS,JFK
1990-01-08,-4.0,1,1,4,224.0,729.0,1389,AA,1111,DFW,LGA
1990-01-05,-15.0,1,1,4,46.0,725.0,258,AA,1199,ORD,STL
1990-01-03,33.0,1,1,4,63.0,803.0,460,AA,1284,MCI,DFW
1990-01-09,-12.0,1,1,4,147.0,731.0,1035,AA,1382,PBI,LGA
1990-01-07,-9.0,1,1,4,36.0,724.0,192,AA,1695,MIA,MCO
1990-01-05,210.0,1,1,4,148.0,1055.0,1055,AA,1499,LAS,DFW
1990-01-10,-25.0,1,1,4,174.0,726.0,1237,B6,569,FLL,BOS
1990-01-04,22.0,1,1,4,166.0,743.0,1237,B6,470,BOS,FLL
1990-01-07,-14.0,1,1,4,189.0,722.0,1608,B6,1289,SJU,EWR
1990-01-08,-6.0,1,1,4,142.0,729.0,1069,B6,1702,JFK,FLL
1990-01-06,-15.0,1,1,4,52.0,727.0,306,DL,341,ATL,GSO
1990-01-10,8.0,1,1,4,82.0,727.0,726,DL,343,PIT,MSP
1990-01-07,-19.0,1,1,4,214.0,726.0,1947,DL,369,ATL,LAX
1990-01-07,-23.0,1,1,4,41.0,721.0,271,DL,1078,ATL,PNS
1990-01-08,-17.0,1,1,4,193.0,728.0,1749,DL,1215,DTW,LAS
1990-01-06,-32.0,1,1,4,109.0,729.0,907,DL,1291,ATL,MSP
1990-01-04,-8.0,1,1,4,80.0,729.0,594,DL,2103,MIA,ATL
1990-01-10,-20.0,1,1,4,50.0,728.0,321,DL,2171,ATL,SDF
1990-01-06,-25.0,1,1,4,116.0,727.0,986,DL,2541,DTW,DFW
1990-01-03,-22.0,1,1,4,255.0,722.0,1865,DL,2560,SLC,BWI
1990-01-08,-10.0,1,1,4,46.0,729.0,259,DL,1836,ATL,CHS
1990-01-08,-30.0,1,1,4,167.0,724.0,1620,DL,1946,LGA,DEN
1990-01-05,-16.0,1,1,4,171.0,726.0,1102,B6,1251,RSW,HPN
1990-01-09,13.0,1,1,4,139.0,728.0,738,EV,3259,ORD,HPN
1990-01-06,10.0,1,1,4,67.0,729.0,458,EV,4432,IAH,LBB
1990-01-03,-10.0,1,1,4,41.0,723.0,192,EV,4883,ATL,CAE
1990-01-05,-5.0,1,1,4,118.0,724.0,632,EV,5948,ORD,AVP
1990-01-07,61.0,1,1,4,82.0,835.0,606,F9,1070,ATL,ORD
1990-01-04,-14.0,1,1,4,25.0,721.0,163,HA,118,KOA,HNL
1990-01-03,35.0,1,1,4,64.0,814.0,438,MQ,3098,ORD,SGF
1990-01-06,0.0,1,1,4,106.0,727.0,685,MQ,3197,DFW,CID
1990-01-08,-26.0,1,1,4,32.0,722.0,135,MQ,3170,ORD,CMI
1990-01-07,67.0,1,1,4,47.0,910.0,315,MQ,3672,ORD,COU
1990-01-08,0.0,1,1,4,163.0,735.0,1119,NK,469,DFW,FLL
1990-01-06,8.0,1,1,4,164.0,731.0,1127,NK,511,DTW,FLL
1990-01-09,-12.0,1,1,4,122.0,727.0,852,NK,311,MCO,ACY
1990-01-05,11.0,1,1,4,99.0,739.0,726,OO,2593,LAX,RDM
1990-01-03,2.0,1,1,4,57.0,730.0,402,OO,4654,SLC,HLN
1990-01-05,-10.0,1,1,4,122.0,731.0,866,OO,4795,SLC,OKC
1990-01-10,22.0,1,1,4,29.0,751.0,86,OO,5470,SMF,SFO
1990-01-08,-18.0,1,1,4,201.0,729.0,1589,OO,6307,SFO,MSP
1990-01-04,-2.0,1,1,4,204.0,730.0,1464,OO,6344,SFO,DFW
1990-01-07,9.0,1,1,4,64.0,729.0,391,OO,6537,DEN,SLC
1990-01-05,-7.0,1,1,4,52.0,722.0,358,OO,7376,SLC,BTM
1990-01-05,-27.0,1,1,4,144.0,724.0,1035,B6,461,PBI,LGA
1990-01-03,-12.0,1,1,4,117.0,722.0,879,DL,2359,RSW,CVG
1990-01-08,-8.0,1,1,4,247.0,731.0,1735,OO,4975,SFO,STL
1990-01-03,4.0,1,1,4,260.0,732.0,1754,UA,1690,DEN,BOS
1990-01-09,14.0,1,1,4,241.0,731.0,1703,UA,1128,DEN,FLL
1990-01-10,14.0,1,1,4,149.0,746.0,925,UA,1524,IAH,ORD
1990-01-07,-4.0,1,1,4,176.0,731.0,1182,NK,478,ORD,FLL
1990-01-06,-5.0,1,1,4,56.0,732.0,296,UA,245,ORD,CMH
1990-01-09,5.0,1,1,4,238.0,729.0,1709,UA,328,DEN,MIA
1990-01-10,-11.0,1,1,4,223.0,734.0,2125,US,761,CLT,LAX
1990-01-05,-17.0,1,1,4,36.0,729.0,204,US,1737,MIA,TPA
1990-01-05,-28.0,1,1,4,63.0,724.0,511,US,1923,CLT,MEM
1990-01-06,-26.0,1,1,4,138.0,725.0,1013,US,2055,MIA,PHL
1990-01-08,-18.0,1,1,4,117.0,731.0,895,UA,1003,MCO,CLE
1990-01-03,-18.0,1,1,4,93.0,731.0,591,WN,931,MDW,ATL
1990-01-05,-3.0,1,1,4,75.0,735.0,528,WN,697,AUS,ELP
1990-01-07,-7.0,1,1,4,125.0,732.0,711,WN,3661,MDW,EWR
1990-01-03,-26.0,1,1,4,143.0,728.0,971,WN,865,MCO,ISP
1990-01-05,-14.0,1,1,4,108.0,734.0,967,WN,439,BWI,MCI
1990-01-09,0.0,1,1,4,94.0,733.0,689,WN,4966,MSY,MCI
1990-01-06,-14.0,1,1,4,99.0,726.0,616,WN,203,BNA,MCO
1990-01-06,-18.0,1,1,4,135.0,734.0,1050,WN,1646,SAN,SEA
1990-01-10,-9.0,1,1,4,61.0,731.0,386,WN,521,LAS,SJC
1990-01-04,0.0,1,1,4,69.0,736.0,507,WN,2279,PHX,SLC
1990-01-08,-12.0,1,1,4,153.0,731.0,1020,WN,1974,PHX,HOU
